AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	99.584	719	1	2	720	1	720	59115	21205	20484	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	98.212	714	3	5	720	1	720	59115	11165	10442	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	98.340	711	2	8	720	1	720	59115	56964	56249	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	98.199	709	4	5	720	1	720	59115	46425	47139	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	97.514	706	8	8	720	4	720	59115	25746	25026	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	96.438	704	9	9	720	1	720	59115	30792	30070	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	96.680	699	7	11	720	1	720	59115	39599	40307	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	96.291	701	11	11	720	1	720	59115	36238	36957	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	98.543	541	2	5	720	1	549	59115	55190	55732	0.0
AcGFP1	db4b5fdc-0ea9-447b-84a1-12d0a7ac23ab	82.436	582	54	53	720	40	720	59115	14158	14818	9.10e-155
AcGFP1	fb4027a4-c31c-4e5c-97e8-988e13ddcb7c	99.583	717	2	1	720	1	720	34355	34230	33512	0.0
AcGFP1	fb4027a4-c31c-4e5c-97e8-988e13ddcb7c	99.029	714	1	5	720	1	720	34355	23986	24701	0.0
AcGFP1	fb4027a4-c31c-4e5c-97e8-988e13ddcb7c	98.619	714	5	4	720	1	720	34355	13576	12854	0.0
AcGFP1	fb4027a4-c31c-4e5c-97e8-988e13ddcb7c	98.204	711	2	9	720	1	720	34355	20620	21336	0.0
AcGFP1	fb4027a4-c31c-4e5c-97e8-988e13ddcb7c	97.922	707	4	4	720	1	720	34355	27348	28060	0.0
AcGFP1	fb4027a4-c31c-4e5c-97e8-988e13ddcb7c	96.542	698	5	13	720	1	720	34355	14518	15223	0.0
AcGFP1	fb4027a4-c31c-4e5c-97e8-988e13ddcb7c	95.492	699	14	14	720	1	720	34355	4096	3372	0.0
AcGFP1	3f45d9df-7978-490a-9618-46158c0fd1ec	99.169	716	2	4	720	1	720	30296	719	1438	0.0
AcGFP1	3f45d9df-7978-490a-9618-46158c0fd1ec	98.487	716	3	4	720	1	720	30296	20043	19318	0.0
AcGFP1	3f45d9df-7978-490a-9618-46158c0fd1ec	98.349	715	3	6	720	1	720	30296	24048	23324	0.0
AcGFP1	3f45d9df-7978-490a-9618-46158c0fd1ec	99.424	691	1	3	720	28	720	30296	8816	9509	0.0
AcGFP1	3f45d9df-7978-490a-9618-46158c0fd1ec	98.072	712	8	5	720	1	720	30296	27428	26703	0.0
AcGFP1	3f45d9df-7978-490a-9618-46158c0fd1ec	97.510	705	10	6	720	1	720	30296	16648	15931	0.0
AcGFP1	3f45d9df-7978-490a-9618-46158c0fd1ec	97.927	378	3	4	720	1	385	30296	8441	8822	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	99.030	715	3	4	720	1	720	52334	36301	37020	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	98.476	711	6	3	720	1	720	52334	20402	21120	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	98.207	712	4	6	720	1	720	52334	29892	30612	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	97.922	707	11	4	720	1	720	52334	13374	12655	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	96.949	699	11	9	720	1	719	52334	46815	46104	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	96.149	699	15	6	720	1	720	52334	19476	18756	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	95.616	698	14	11	720	1	720	52334	10043	9322	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	94.421	677	22	14	720	1	708	52334	8	715	0.0
AcGFP1	176c66c4-dc11-40b8-87d5-db55b6da9cf7	97.826	540	4	6	720	1	549	52334	38086	37540	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	99.030	715	4	2	720	1	720	60718	6606	5886	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	97.799	711	5	9	720	1	720	60718	24742	24020	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	97.534	712	5	6	720	1	720	60718	57578	56852	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	97.714	684	5	9	720	28	720	60718	49500	48805	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	96.671	697	5	15	720	1	720	60718	34420	35122	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	96.542	698	6	12	720	1	717	60718	18652	17943	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	96.276	698	14	12	720	1	720	60718	38361	39077	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	96.138	697	14	9	720	1	720	60718	9345	8630	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	95.397	684	13	14	720	1	705	60718	234	942	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	94.376	688	16	17	720	2	720	60718	41732	42445	0.0
AcGFP1	4c686fb5-6b68-4669-9e42-cfc6558c68a1	96.931	379	4	4	720	1	388	60718	49876	49491	0.0
AcGFP1	48e76ccc-6938-41e4-af21-20d1af7e708f	99.028	713	5	2	720	1	720	35544	19785	19068	0.0
AcGFP1	48e76ccc-6938-41e4-af21-20d1af7e708f	98.580	694	2	6	720	1	703	35544	471	1167	0.0
AcGFP1	48e76ccc-6938-41e4-af21-20d1af7e708f	96.433	703	6	13	720	1	720	35544	10372	9655	0.0
AcGFP1	48e76ccc-6938-41e4-af21-20d1af7e708f	96.419	700	9	13	720	1	720	35544	29918	30632	0.0
AcGFP1	48e76ccc-6938-41e4-af21-20d1af7e708f	96.774	690	5	9	720	1	704	35544	13723	13020	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	98.897	717	2	4	720	1	720	54060	34325	33602	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	98.476	711	7	4	720	1	720	54060	44842	45561	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	97.275	714	0	10	720	1	720	54060	39404	38677	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	97.241	705	10	7	720	1	720	54060	48207	48926	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	97.368	703	7	8	720	1	720	54060	19968	19257	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	97.238	704	9	8	720	1	720	54060	29771	29055	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	97.226	701	4	8	720	1	711	54060	6254	5540	0.0
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	98.667	222	0	3	720	1	224	54060	53827	54049	1.62e-107
AcGFP1	c27f1ab1-c564-4bf6-b9f4-4120e063c288	97.902	140	0	2	720	1	140	54060	147	5	6.22e-62
